partner_iso,partner_id,period,period_id,cmd_code,product,is_parts,treated,post,ddd_treat,trade_value_m_usd,trade_value_usd,net_mass_kg,log_trade_val,partner_cmd,period_cmd,partner_period
THA,9,202404,16,851770,parts,1,0,0,0,23.0013,23001332.0,0.0,3.1355507360709867,THA_parts,202404_parts,THA_202404
THA,9,202405,17,851770,parts,1,0,0,0,15.8566,15856639.0,0.0,2.7635858174367818,THA_parts,202405_parts,THA_202405
THA,9,202406,18,851770,parts,1,0,0,0,16.5263,16526295.0,0.0,2.8049530513273435,THA_parts,202406_parts,THA_202406
THA,9,202407,19,851770,parts,1,0,0,0,15.1403,15140307.0,0.0,2.7173600628724324,THA_parts,202407_parts,THA_202407
THA,9,202408,20,851770,parts,1,0,0,0,13.2141,13214089.0,0.0,2.581284441310253,THA_parts,202408_parts,THA_202408
THA,9,202409,21,851770,parts,1,0,0,0,14.1541,14154118.0,0.0,2.6500043347692315,THA_parts,202409_parts,THA_202409
THA,9,202410,22,851770,parts,1,0,0,0,16.4244,16424368.0,0.0,2.798768034023084,THA_parts,202410_parts,THA_202410
THA,9,202411,23,851770,parts,1,0,0,0,15.6843,15684343.0,0.0,2.752660212020679,THA_parts,202411_parts,THA_202411
THA,9,202412,24,851770,parts,1,0,0,0,21.8704,21870387.0,0.0,3.0851341244162516,THA_parts,202412_parts,THA_202412
THA,9,202501,25,851770,parts,1,0,0,0,14.655,14655043.0,0.0,2.6847815741628556,THA_parts,202501_parts,THA_202501
THA,9,202502,26,851770,parts,1,0,0,0,20.3567,20356680.0,0.0,3.013410096030797,THA_parts,202502_parts,THA_202502
THA,9,202503,27,851770,parts,1,0,0,0,20.6656,20665638.0,0.0,3.0284704821417643,THA_parts,202503_parts,THA_202503
THA,9,202504,28,851770,parts,1,0,1,0,22.1463,22146310.0,0.0,3.0976704396485366,THA_parts,202504_parts,THA_202504
THA,9,202505,29,851770,parts,1,0,1,0,23.4517,23451697.0,0.0,3.1549429869341865,THA_parts,202505_parts,THA_202505
THA,9,202506,30,851770,parts,1,0,1,0,20.703,20702968.0,0.0,3.0302786173065743,THA_parts,202506_parts,THA_202506
THA,9,202507,31,851770,parts,1,0,1,0,23.7197,23719673.0,0.0,3.1663059264947377,THA_parts,202507_parts,THA_202507
THA,9,202508,32,851770,parts,1,0,1,0,21.9519,21951920.0,0.0,3.088853696139513,THA_parts,202508_parts,THA_202508
THA,9,202509,33,851770,parts,1,0,1,0,11.0973,11097271.0,0.0,2.406701835486609,THA_parts,202509_parts,THA_202509
THA,9,202510,34,851770,parts,1,0,1,0,12.3307,12330712.0,0.0,2.512092087665346,THA_parts,202510_parts,THA_202510
THA,9,202511,35,851770,parts,1,0,1,0,13.2559,13255938.0,0.0,2.5844427363420355,THA_parts,202511_parts,THA_202511
THA,9,202512,36,851770,parts,1,0,1,0,10.926,10926001.0,0.0,2.391145269973526,THA_parts,202512_parts,THA_202512
IND,3,202301,1,851770,parts,1,0,0,0,11.6504,11650374.0,0.0,2.4553405141862337,IND_parts,202301_parts,IND_202301
IND,3,202302,2,851770,parts,1,0,0,0,7.0432,7043250.0,0.0,1.9520626123500053,IND_parts,202302_parts,IND_202302
IND,3,202303,3,851770,parts,1,0,0,0,5.5818,5581792.0,0.0,1.719511305020431,IND_parts,202303_parts,IND_202303
IND,3,202304,4,851770,parts,1,0,0,0,6.4292,6429214.0,0.0,1.8608501137128488,IND_parts,202304_parts,IND_202304
IND,3,202305,5,851770,parts,1,0,0,0,5.4956,5495625.0,0.0,1.7039477720676561,IND_parts,202305_parts,IND_202305
IND,3,202306,6,851770,parts,1,0,0,0,5.828,5827985.0,0.0,1.7626738883329585,IND_parts,202306_parts,IND_202306
IND,3,202307,7,851770,parts,1,0,0,0,4.3468,4346813.0,0.0,1.4694399422065594,IND_parts,202307_parts,IND_202307
IND,3,202308,8,851770,parts,1,0,0,0,4.4007,4400666.0,0.0,1.4817636191796897,IND_parts,202308_parts,IND_202308
IND,3,202309,9,851770,parts,1,0,0,0,4.277,4277048.0,0.0,1.4532518292447716,IND_parts,202309_parts,IND_202309
IND,3,202310,10,851770,parts,1,0,0,0,5.1685,5168531.0,0.0,1.6425825110264023,IND_parts,202310_parts,IND_202310
IND,3,202311,11,851770,parts,1,0,0,0,4.601,4601049.0,0.0,1.5262736711733316,IND_parts,202311_parts,IND_202311
IND,3,202312,12,851770,parts,1,0,0,0,4.8157,4815666.0,0.0,1.5718814137074664,IND_parts,202312_parts,IND_202312
IND,3,202401,13,851770,parts,1,0,0,0,4.1045,4104504.0,0.0,1.4120839328061838,IND_parts,202401_parts,IND_202401
IND,3,202402,14,851770,parts,1,0,0,0,4.1731,4173146.0,0.0,1.428659164897659,IND_parts,202402_parts,IND_202402
IND,3,202403,15,851770,parts,1,0,0,0,5.5315,5531479.0,0.0,1.7104590264928285,IND_parts,202403_parts,IND_202403
IND,3,202404,16,851770,parts,1,0,0,0,22.5577,22557698.0,0.0,3.1160764710779576,IND_parts,202404_parts,IND_202404
IND,3,202405,17,851770,parts,1,0,0,0,9.1738,9173806.0,0.0,2.2163515951961155,IND_parts,202405_parts,IND_202405
IND,3,202406,18,851770,parts,1,0,0,0,7.3463,7346336.0,0.0,1.9941967851151974,IND_parts,202406_parts,IND_202406
IND,3,202407,19,851770,parts,1,0,0,0,7.0925,7092469.0,0.0,1.9590378877008694,IND_parts,202407_parts,IND_202407
IND,3,202408,20,851770,parts,1,0,0,0,8.6968,8696844.0,0.0,2.1629551419076534,IND_parts,202408_parts,IND_202408
IND,3,202409,21,851770,parts,1,0,0,0,7.0948,7094836.0,0.0,1.9593621213492942,IND_parts,202409_parts,IND_202409
IND,3,202410,22,851770,parts,1,0,0,0,9.8291,9829148.0,0.0,2.28534737350771,IND_parts,202410_parts,IND_202410
IND,3,202411,23,851770,parts,1,0,0,0,9.6145,9614459.0,0.0,2.263272375608505,IND_parts,202411_parts,IND_202411
IND,3,202412,24,851770,parts,1,0,0,0,8.6752,8675155.0,0.0,2.1604683803222096,IND_parts,202412_parts,IND_202412
IND,3,202501,25,851770,parts,1,0,0,0,7.4285,7428480.0,0.0,2.0053239540952705,IND_parts,202501_parts,IND_202501
IND,3,202502,26,851770,parts,1,0,0,0,7.5756,7575629.0,0.0,2.024932556179443,IND_parts,202502_parts,IND_202502
IND,3,202503,27,851770,parts,1,0,0,0,6.381,6380972.0,0.0,1.85332482488621,IND_parts,202503_parts,IND_202503
IND,3,202504,28,851770,parts,1,0,1,0,27.3296,27329583.0,0.0,3.307970363901659,IND_parts,202504_parts,IND_202504
IND,3,202505,29,851770,parts,1,0,1,0,16.6042,16604246.0,0.0,2.80965567540854,IND_parts,202505_parts,IND_202505
IND,3,202506,30,851770,parts,1,0,1,0,8.7996,8799577.0,0.0,2.174706265905617,IND_parts,202506_parts,IND_202506
IND,3,202507,31,851770,parts,1,0,1,0,9.8244,9824352.0,0.0,2.284869087188266,IND_parts,202507_parts,IND_202507
IND,3,202508,32,851770,parts,1,0,1,0,11.8003,11800341.0,0.0,2.468124954877255,IND_parts,202508_parts,IND_202508
IND,3,202509,33,851770,parts,1,0,1,0,9.904,9903992.0,0.0,2.29293871594224,IND_parts,202509_parts,IND_202509
IND,3,202510,34,851770,parts,1,0,1,0,8.7725,8772463.0,0.0,2.1716218284752333,IND_parts,202510_parts,IND_202510
IND,3,202511,35,851770,parts,1,0,1,0,11.6584,11658428.0,0.0,2.4560269502373497,IND_parts,202511_parts,IND_202511
IND,3,202512,36,851770,parts,1,0,1,0,10.3028,10302821.0,0.0,2.3324157029527197,IND_parts,202512_parts,IND_202512
PHL,8,202301,1,851770,parts,1,0,0,0,0.625,624995.0,0.0,-0.4700036292457356,PHL_parts,202301_parts,PHL_202301
PHL,8,202302,2,851770,parts,1,0,0,0,0.9942,994222.0,0.0,-0.005816885321564851,PHL_parts,202302_parts,PHL_202302
PHL,8,202303,3,851770,parts,1,0,0,0,0.4961,496132.0,0.0,-0.7009777596751339,PHL_parts,202303_parts,PHL_202303
PHL,8,202304,4,851770,parts,1,0,0,0,0.4787,478680.0,0.0,-0.7366811825836737,PHL_parts,202304_parts,PHL_202304
PHL,8,202305,5,851770,parts,1,0,0,0,0.8057,805728.0,0.0,-0.21604381419898683,PHL_parts,202305_parts,PHL_202305
PHL,8,202306,6,851770,parts,1,0,0,0,2.348,2347985.0,0.0,0.85356390196585,PHL_parts,202306_parts,PHL_202306
PHL,8,202307,7,851770,parts,1,0,0,0,1.166,1166028.0,0.0,0.15357908792830058,PHL_parts,202307_parts,PHL_202307
PHL,8,202308,8,851770,parts,1,0,0,0,1.4501,1450058.0,0.0,0.37163251957171245,PHL_parts,202308_parts,PHL_202308
PHL,8,202309,9,851770,parts,1,0,0,0,0.9503,950327.0,0.0,-0.05097755476486746,PHL_parts,202309_parts,PHL_202309
PHL,8,202310,10,851770,parts,1,0,0,0,0.555,554974.0,0.0,-0.5887871652357024,PHL_parts,202310_parts,PHL_202310
PHL,8,202311,11,851770,parts,1,0,0,0,1.03,1029997.0,0.0,0.02955880224154443,PHL_parts,202311_parts,PHL_202311
PHL,8,202312,12,851770,parts,1,0,0,0,0.7423,742255.0,0.0,-0.2980018048586358,PHL_parts,202312_parts,PHL_202312
PHL,8,202401,13,851770,parts,1,0,0,0,0.5505,550501.0,0.0,-0.5969283228194024,PHL_parts,202401_parts,PHL_202401
PHL,8,202402,14,851770,parts,1,0,0,0,1.1015,1101541.0,0.0,0.09667288726026069,PHL_parts,202402_parts,PHL_202402
PHL,8,202403,15,851770,parts,1,0,0,0,1.9398,1939815.0,0.0,0.6625848749773053,PHL_parts,202403_parts,PHL_202403
PHL,8,202404,16,851770,parts,1,0,0,0,7.4448,7444824.0,0.0,2.007515802108247,PHL_parts,202404_parts,PHL_202404
PHL,8,202405,17,851770,parts,1,0,0,0,0.456,456025.0,0.0,-0.7852624694677509,PHL_parts,202405_parts,PHL_202405
PHL,8,202406,18,851770,parts,1,0,0,0,1.3732,1373241.0,0.0,0.3171437826013999,PHL_parts,202406_parts,PHL_202406
PHL,8,202407,19,851770,parts,1,0,0,0,0.2216,221607.0,0.0,-1.5068813241090084,PHL_parts,202407_parts,PHL_202407
PHL,8,202408,20,851770,parts,1,0,0,0,0.6188,618836.0,0.0,-0.47997316028322595,PHL_parts,202408_parts,PHL_202408
PHL,8,202409,21,851770,parts,1,0,0,0,0.4748,474794.0,0.0,-0.7448616162466241,PHL_parts,202409_parts,PHL_202409
PHL,8,202410,22,851770,parts,1,0,0,0,0.7006,700615.0,0.0,-0.3558181682187506,PHL_parts,202410_parts,PHL_202410
PHL,8,202411,23,851770,parts,1,0,0,0,1.0493,1049273.0,0.0,0.048123275181728174,PHL_parts,202411_parts,PHL_202411
PHL,8,202412,24,851770,parts,1,0,0,0,0.7966,796625.0,0.0,-0.22740260823459324,PHL_parts,202412_parts,PHL_202412
PHL,8,202501,25,851770,parts,1,0,0,0,1.2704,1270417.0,0.0,0.2393318115107342,PHL_parts,202501_parts,PHL_202501
PHL,8,202502,26,851770,parts,1,0,0,0,0.4635,463463.0,0.0,-0.7689488939762271,PHL_parts,202502_parts,PHL_202502
PHL,8,202503,27,851770,parts,1,0,0,0,1.6073,1607341.0,0.0,0.47455575259295824,PHL_parts,202503_parts,PHL_202503
PHL,8,202504,28,851770,parts,1,0,1,0,0.7225,722518.0,0.0,-0.32503785899554977,PHL_parts,202504_parts,PHL_202504
PHL,8,202505,29,851770,parts,1,0,1,0,0.7636,763580.0,0.0,-0.2697111871305446,PHL_parts,202505_parts,PHL_202505
PHL,8,202506,30,851770,parts,1,0,1,0,0.7851,785104.0,0.0,-0.24194418077792715,PHL_parts,202506_parts,PHL_202506
PHL,8,202507,31,851770,parts,1,0,1,0,0.9478,947801.0,0.0,-0.053611769448649156,PHL_parts,202507_parts,PHL_202507
PHL,8,202508,32,851770,parts,1,0,1,0,0.6538,653764.0,0.0,-0.4249537846920267,PHL_parts,202508_parts,PHL_202508
PHL,8,202509,33,851770,parts,1,0,1,0,1.5368,1536797.0,0.0,0.4297023324722098,PHL_parts,202509_parts,PHL_202509
PHL,8,202510,34,851770,parts,1,0,1,0,0.718,718026.0,0.0,-0.33128570993391293,PHL_parts,202510_parts,PHL_202510
PHL,8,202511,35,851770,parts,1,0,1,0,0.3649,364937.0,0.0,-1.0081319355397351,PHL_parts,202511_parts,PHL_202511
PHL,8,202512,36,851770,parts,1,0,1,0,0.6785,678463.0,0.0,-0.3878707997072132,PHL_parts,202512_parts,PHL_202512
